Sentence,Score,Stopword
છિદ્ર,0,
છૂટ,0,
છૂટછાટો,0,
છૂપી,0,
છેડછાડ,0,
છેડતી,0,
છેતરપિંડી,0,
છેતરવા,0,
છેવાડે,0,
છોડવું,0,
જંગલી,0,
જખમ,0,
જગતનો,0,
જગ્યા,0,
જડ,0,
જણાવ્યું,0,
જબરદસ્તી,0,
જમાવ,0,
જરૂરિયાતમંદ,0,
જર્જરિત,0,
જવાબદારી,0,
જાડું,0,
જાતિવાદ,0,
જાતિવાદી,0,
જાળ,0,
જીવલેણ,0,
જુલમ,0,
જૂનું,0,
જેલ,0,
જોઈતી,0,
જોખમ,0,
જોખમકારક,0,
જોખમી,0,
જોખમો,0,
જોયા,0,
જોરદાર,0,
જ્વાળાઓ,0,
ઝંખના,0,
ઝઘડો,0,
ઝનૂની,0,
ઝાકળ,0,
ઝેર,0,
ઝેરી,0,
ટાંકી,0,
ટાળવું,0,
ટીકા,0,
ટીકાકારો,0,
ટેન્શન,0,
ટોલ,0,
ટ્રેમ્પ,0,
ટ્વિસ્ટેડ,0,
ઠંડા,0,
ઠંડી,0,
ઠંડું,0,
ઠગ,0,
ઠપકો,0,
ઠેકડી,0,
ઠેરવવા,0,
ઠેસ,0,
ડર,0,
ડાઘ,0,
ડિક,0,
ડિઝીટલ,0,
ડુક્કર,0,
ડુક્કરો,0,
ડુબાડવું,0,
ઢીલું,0,
ઢોંગી,0,
તંગ,0,
તંગી,0,
તકરાર,0,
તકલીફ,0,
તકવાદી,0,
તણાવ,0,
તણાવપૂર્ણ,0,
તફાવત,0,
તમસ,0,
તરફેણકારી,0,
તરસ,0,
તર્કદોષ,0,
તળાવ,0,
તળેલી,0,
તાકીદે,0,
તાણ,0,
તાવ,0,
તિરસ્કાર,0,
તુચ્છ,0,
તૂટી,0,
તૃપ્ત,0,
તૃષા,0,
તોડફોડ,0,
તોડવું,0,
તોપમારો,0,
તોફાન,0,
તોફાની,0,
ત્યાગ,0,
ત્રસ્ત,0,
ત્રાટકી,0,
ત્રાસ,0,
ત્રાસદાયક,0,
ત્રાસવાદ,0,
ત્રુટિ,0,
થકાવટ,0,
થાકી,0,
થીજી,0,
દખલ,0,
દખલગીરી,0,
દગો,0,
દબાણ,0,
દબાવી,0,
દમન,0,
દરિદ્ર,0,
દલાલ,0,
દહેશત,0,
દાસ,0,
દાહક,0,
દીર્ઘકાલીન,0,
દુઃખ,0,
દુઃખદ,0,
દુઃખાવો,0,
દુઃખી,0,
દુકાનો,0,
દુકાળ,0,
દુખાવો,0,
દુરુપયોગ,0,
દુર્ગંધ,0,
દુર્ગુણ,0,
દુર્ઘટના,0,
દુર્દશા,0,
દુર્લભ,0,
દુર્વ્યવહાર,0,
દુશ્મન,0,
દુશ્મનાવટ,0,
દુશ્મની,0,
દુષ્કાળ,0,
દુષ્ટ,0,
દૂષણ,0,
દૂષિત,0,
દેવાં,0,
દેવાળું,0,
દેવું,0,
દેશનિકાલ,0,
દેશવટો,0,
દૈત્ય,0,
દોષ,0,
દોષારોપણ,0,
દોષિત,0,
દોષી,0,
દ્વિધા,0,
દ્વિધામાં,0,
ધમકી,0,
ધમકીઓ,0,
ધર,0,
ધરપકડ,0,
ધરમૂળથી,0,
ધર્મગુરુઓ,0,
ધિક્કારુ,0,
ધીમું,0,
ધુમાડો,0,
ધુમ્મસ,0,
ધૂપ,0,
ધૂમાડો,0,
ધૂમ્રપાન,0,
ધૂળ,0,
ધોધ,0,
ધોવાણ,0,
ધ્રુજારી,0,
ધ્રુવીકરણ,0,
ધ્વંસ,0,
નકલી,0,
નકામું,0,
નકારી,0,
નખ,0,
નજરે,0,
નજીવો,0,
નફરત,0,
નફરત,0,
નબળા,0,
નબળાઇ,0,
નબળાઈ,0,
નબળાઈઓ,0,
નબળું,0,
નમી,0,
નરક,0,
નવા,0,
નાખુશ,0,
નાજુક,0,
નાદાર,0,
નામંજૂર,0,
નામચીન,0,
નારાજ,0,
નાશ,0,
નાસ્તિક,0,
નિંદા,0,
નિંદાત્મક,0,
નિઃશસ્ત્ર,0,
નિકંદન,0,
નિખાલસ,0,
નિતંબ,0,
નિયંત્રણ,0,
નિરંતર,0,
નિરક્ષર,0,
નિરર્થક,0,
નિરાધાર,0,
નિરાશ,0,
નિરાશા,0,
નિરાશાજનક,0,
નિર્જન,0,
નિર્જીવ,0,
નિર્માણ,0,
નિષિદ્ધ,0,
નિષેધ,0,
નિષેધાત્મક,0,
નિષ્ક્રિય,0,
નિષ્ક્રિયતા,0,
નિષ્ઠુર,0,
નિષ્ફળ,0,
નિષ્ફળતા,0,
નિસ્તેજ,0,
નીચ,0,
નીચા,0,
નુકશાન,0,
નુકસાન,0,
નુકસાનકારક,0,
નુકસાની,0,
પંક,0,
પંચરંગી,0,
પક્ષપાત,0,
પક્ષપાતી,0,
પગલે,0,
પછાત,0,
પડતી,0,
પડવું,0,
પડી,0,
પતન,0,
પત્નીને,0,
પથરાળ,0,
પદાર્થ,0,
પરદેશી,0,
પરાણે,0,
પરોપજીવી,0,
પસ્તાવો,0,
પાગલ,0,
પાટા,0,
પાતાળ,0,
પાપ,0,
પાપનો,0,
પાપી,0,
પિગ,0,
પિત્ત,0,
પીછેહઠ,0,
પીડા,0,
પીડિત,0,
પુનરાવર્તન,0,
પુરાતન,0,
પૂછપરછ,0,
પૂતળું,0,
પૂર્વગ્રહ,0,
પૂર્વગ્રહયુક્ત,0,
પેરાનોઇડ,0,
પોલું,0,
પ્રકીર્ણ,0,
પ્રકોપ,0,
પ્રચલિત,0,
પ્રચાર,0,
પ્રતિકાર,0,
પ્રતિકૂળ,0,
પ્રતિબંધ,0,
પ્રતિબંધક,0,
પ્રતિબંધિત,0,
પ્રતિરોધી,0,
પ્રતિસ્પર્ધી,0,
પ્રદૂષિત,0,
પ્રબળ,0,
પ્રશ્ન,0,
પ્રહસન,0,
પ્રાચીન,0,
પ્રાણઘાતક,0,
પ્રારંભિક,0,
પ્રેરક,0,
પ્લેબેક,0,
પ્લોટ,0,
ફગાવી,0,
ફરિયાદ,0,
ફરીયાદ,0,
ફસાયેલા,0,
ફાંસી,0,
ફાટ,0,
ફાડી,0,
ફાશીવાદી,0,
ફિસ્ટ,0,
ફુગાવાની,0,
ફેટી,0,
ફેલાવી,0,
ફ્લેગ,0,
ફ્લેર,0,
બંડ,0,
બંદર,0,
બંદરો,0,
બંધ,0,
બંધન,0,
બંધિયાર,0,
બગડી,0,
બગાડ,0,
બગાડ,0,
બગાડી,0,
બદનક્ષી,0,
બદનામ,0,
બનાવટ,0,
બનાવટી,0,
બનાવ્યો,0,
બરછટ,0,
બરડ,0,
બરબાદ,0,
બરાબર,0,
બર્ન્સ,0,
બહારનું,0,
બહિષ્કાર,0,
બળજબરી,0,
બળજબરીપૂર્વક,0,
બળતરા,0,
બળવાખોર,0,
બળવો,0,
બળાત્કાર,0,
બાદબાકી,0,
બાન,0,
બાસ,0,
બાહ્ય,0,
બિનઅસરકારક,0,
બિનઉપયોગી,0,
બિનજરૂરી,0,
બિનતરફેણકારી,0,
બિનપરંપરાગત,0,
બીક,0,
બીમાર,0,
બીમારી,0,
બૂમ,0,
બેકાર,0,
બેચેન,0,
બેચેની,0,
બેડોળ,0,
બેભાન,0,
બેવફાઈ,0,
બેશુદ્ધ,0,
બોજો,0,
ભંગ,0,
ભંગાણ,0,
ભંગાર,0,
ભય,0,
ભયંકર,0,
ભયગ્રસ્ત,0,
ભયજનક,0,
ભયભીત,0,
ભયાનક,0,
ભયાવહ,0,
ભરચક,0,
ભાંગી,0,
ભાગીદાર,0,
ભાર,0,
ભારપૂર્વક,0,
ભારયુક્ત,0,
ભારે,0,
ભિન્ન,0,
ભીડ,0,
ભીતિ,0,
ભીષણ,0,
ભૂકો,0,
ભૂખમરો,0,
ભૂખ્યા,0,
ભૂગર્ભ,0,
ભૂલ,0,
ભૂલથી,0,
ભૂલો,0,
ભેજવાળા,0,
ભેજવાળું,0,
ભેદભાવ,0,
ભેદી,0,
ભોગ,0,
ભોજનાલય,0,
ભૌતિક,0,
ભ્રમ,0,
ભ્રમણા,0,
ભ્રમિત,0,
ભ્રષ્ટ,0,
ભ્રષ્ટાચાર,0,
ભ્રામક,0,
મંદી,0,
મંદીની,0,
મક્કમ,0,
મડાગાંઠ,0,
મતભેદ,0,
મદ,0,
મનસ્વી,0,
મરણ,0,
મર્યાદા,0,
મર્યાદાઓ,0,
મર્યાદિત,0,
મલિન,0,
મહામંદી,0,
માંકડ,0,
માંદગી,0,
માનવામાં,0,
માનસિક,0,
માને,0,
માફ,0,
માયા,0,
મારવા,0,
માર્મિક,0,
માલિકીનું,0,
માળના,0,
મિથ્યા,0,
મિશ્રિત,0,
મુકાબલો,0,
મુદ્દાઓ,0,
મુદ્દો,0,
મુલાયમ,0,
મુશ્કેલી,0,
મુશ્કેલીઓ,0,
મુશ્કેલીઓમાં,0,
મુશ્કેલીમાં,0,
મૂંઝવણમાં,0,
મૂક,0,
મૂડી,0,
મૂર્ખ,0,
મૃત,0,
મૃત્યુ,0,
મેટ,0,
મેનિયા,0,
મેલ,0,
મોંઘું,0,
મોક,0,
મોટા,0,
મોટું,0,
મોટેથી,0,
મોટેભાગે,0,
મોત,0,
મોરી,0,
યાતના,0,
યુકિત,0,
યુદ્ધ,0,
રંજ,0,
રક્તસ્ત્રાવ,0,
રખડુ,0,
રખાતા,0,
રચી,0,
રજ,0,
રણ,0,
રદ,0,
રદિયો,0,
રસ્તો,0,
રહસ્ય,0,
રહસ્યમય,0,
રાજદ્રોહ,0,
રાજીનામું,0,
રાષ્ટ્રવાદી,0,
રૂઢિચુસ્ત,0,
રૂધિરસ્ત્રવણ,0,
રેટરિક,0,
રેડિકલ,0,
રેલવે,0,
રોકવું,0,
રોકાયેલા,0,
રોકે,0,
રોગચાળો,0,
રોષ,0,
લક્ષણ,0,
લક્ષણો,0,
લડાયક,0,
લાંછન,0,
લાંબી,0,
લાંબું,0,
લાચાર,0,
લાચારી,0,
લાલચ,0,
લાલસા,0,
લિક,0,
લીંબુ,0,
લૂંટ,0,
લૂંટફાટ,0,
લેતી,0,
લોભ,0,
લોભી,0,
લોહિયાળ,0,
વંચિત,0,
વંશ,0,
વકર્યો,0,
વગરનું,0,
વધારી,0,
વપરાયેલું,0,
વરસાદ,0,
વલણ,0,
વસ્તુ,0,
વહેમ,0,
વાંધાજનક,0,
વાંધો,0,
વાડ,0,
વાદવિવાદ,0,
વાદળ,0,
વાવાઝોડું,0,
વાસ,0,
વાસી,0,
વાહિયાત,0,
વિકટ,0,
વિકૃત,0,
વિકૃતિ,0,
વિક્ષેપ,0,
વિક્ષેપો,0,
વિઘટિત,0,
વિઘ્ન,0,
વિચક્ષણ,0,
વિચલન,0,
વિચિત્ર,0,
વિચિત્રતા,0,
વિદ્રોહ,0,
વિધ્વંસ,0,
વિનાનું,0,
વિનાશ,0,
વિનાશક,0,
વિપક્ષ,0,
વિપરીત,0,
વિપ્લવ,0,
વિભાજન,0,
વિભાજિત,0,
વિભાજીત,0,
વિમુખ,0,
વિરામ,0,
વિરુદ્ધ,0,
વિરોધ,0,
વિરોધાભાસ,0,
વિરોધાભાસી,0,
વિરોધી,0,
વિલંબ,0,
વિલંબિત,0,
વિલક્ષણતા,0,
વિલન,0,
વિલય,0,
વિલાપ,0,
વિવાદ,0,
વિવાદાસ્પદ,0,
વિવેચક,0,
વિશેનો,0,
વિશ્વાસઘાત,0,
વિષમ,0,
વિષાણુ,0,
વિસર્જન,0,
વિસ્થાપિત,0,
વિસ્ફોટક,0,
વિસ્ફોટો,0,
વેર,0,
વેરવિખેર,0,
વેરાન,0,
વેશ્યા,0,
વૈદ્ય,0,
વ્યંગાત્મક,0,
વ્યભિચાર,0,
વ્યર્થ,0,
વ્યસની,0,
વ્યાકુળ,0,
વ્રણ,0,
શંકા,0,
શંકાને,0,
શંકાશીલ,0,
શંકાસ્પદ,0,
શત્રુ,0,
શત્રુતા,0,
શબ્દોમાં,0,
શરણે,0,
શરમ,0,
શરમજનક,0,
શહાદત,0,
શહીદી,0,
શાપ,0,
શારકામ,0,
શાર્ક,0,
શિકારી,0,
શિક્ષા,0,
શિક્ષાત્મક,0,
શિથિલ,0,
શું,0,
શુષ્ક,0,
શેતાનનું,0,
શેતાની,0,
શૈતાની,0,
શોક,0,
શોકાતુર,0,
શોષણ,0,
સંકટ,0,
સંકલ્પ,0,
સંકીર્ણ,0,
સંગ્રામ,0,
સંઘર્ષ,0,
સંતાપ,0,
સંદિગ્ધ,0,
સંદેહ,0,
સંબંધ,0,
સંબંધિત,0,
સંયમી,0,
સંશય,0,
સખત,0,
સખતાઈ,0,
સખ્ત,0,
સજા,0,
સડો,0,
સતામણી,0,
સમતુલા,0,
સમન્સ,0,
સમર્પણ,0,
સમસ્યા,0,
સમસ્યાઓ,0,
સમાચાર,0,
સરમુખત્યાર,0,
સરમુખત્યારશાહી,0,
સર્વનાશ,0,
સહન,0,
સહાયભૂત,0,
સળગાવી,0,
સાંકડી,0,
સાંભળવાની,0,
સાક્ષાત્કાર,0,
સામનો,0,
સામ્રાજ્યવાદી,0,
સાવચેત,0,
સાહિત્ય,0,
સિંક,0,
સિન્ડ્રોમ,0,
સુગંધીદાર,0,
સુસ્ત,0,
સુસ્તી,0,
સૂચિતાર્થ,0,
સોંપણી,0,
સોજો,0,
સોળ,0,
સ્ખલન,0,
સ્ટમ્પ,0,
સ્ટર્ન,0,
સ્ટાર્ક,0,
સ્ટિંગ,0,
સ્ટેન,0,
સ્થાવર,0,
સ્ફોટક,0,
સ્મૃતિ,0,
સ્મેશ,0,
સ્વભાવ,0,
સ્વાર્થ,0,
સ્વાર્થી,0,
સ્વીકાર,0,
સ્વીકારવું,0,
હઠીલા,0,
હડતાલ,0,
હડતાળ,0,
હતાશ,0,
હતાશા,0,
હત્યા,0,
હત્યાકાંડ,0,
હદ,0,
હમ,0,
હરીફ,0,
હરીફાઈ,0,
હલકું,0,
હસ્તક્ષેપ,0,
હાંસલ,0,
હાંસી,0,
હાડપિંજર,0,
હાનિ,0,
હાનિકારક,0,
હારી,0,
હાસ્યાસ્પદ,0,
હિંસક,0,
હિંસાત્મક,0,
હિમ,0,
હીન,0,
હુમલા,0,
હુમલાખોર,0,
હુમલો,0,
હેક,0,
હેરાન,0,
હોનારત,0,
